URL
https://www.google.com/search?q=duke&sca_esv=4838b74728bc0d5d&sca_upv=1&source=hp&ei=DGPwZvuuD9-TseMP9t6emA4&iflsig=AL9hbdgAAAAAZvBxHHbzbGzjsyPtZXWIFd2ie08vbn-R&ved=0ahUKEwj75OaamNeIAxXfSWwGHXavB-MQ4dUDCA0&uact=5&oq=duke&gs_lp=Egdnd3Mtd2l6IgRkdWtlSGlQAFgPcAB4AJABAJgBAKABAKoBALgBA8gBAPgBAZgCAKACAJgDAJIHAKAHAA&sclient=gws-wiz
https://www.google.com/search?q=emperor&sca_esv=4838b74728bc0d5d&sca_upv=1&source=hp&ei=EGPwZsSHEoCSseMP6dvTqAw&iflsig=AL9hbdgAAAAAZvBxIBM5eUgULZF2fICVfOFYPpcUpjJE&ved=0ahUKEwjEz92cmNeIAxUASWwGHentFMUQ4dUDCA0&uact=5&oq=emperor&gs_lp=Egdnd3Mtd2l6IgdlbXBlcm9ySEhQAFgTcAB4AJABAJgBAKABAKoBALgBA8gBAPgBAZgCAKACAJgDAJIHAKAHAA&sclient=gws-wiz
